Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,41.666666666666664,30.555555555555557,17.59259259259259,10.185185185185185
astronomy,31.451612903225804,37.90322580645161,17.741935483870968,12.903225806451612
business_ethics,40.0,33.75,21.25,5.0
clinical_knowledge,34.905660377358494,33.0188679245283,18.39622641509434,13.679245283018869
college_biology,28.448275862068964,37.068965517241374,20.689655172413794,13.793103448275861
college_chemistry,16.25,20.0,36.25,27.5
college_computer_science,22.5,28.75,28.75,20.0
college_mathematics,30.0,27.5,31.25,11.25
college_physics,27.38095238095238,26.19047619047619,27.38095238095238,19.047619047619047
computer_security,50.0,22.5,16.25,11.25
econometrics,26.08695652173913,31.52173913043478,26.08695652173913,16.304347826086957
electrical_engineering,43.103448275862064,30.172413793103445,16.379310344827584,10.344827586206897
elementary_mathematics,28.618421052631582,27.960526315789476,28.289473684210527,15.131578947368421
formal_logic,31.73076923076923,20.192307692307693,26.923076923076923,21.153846153846153
global_facts,27.5,31.25,27.5,13.75
high_school_biology,39.11290322580645,32.25806451612903,18.548387096774192,10.080645161290322
high_school_chemistry,28.048780487804876,31.097560975609756,25.609756097560975,15.24390243902439
high_school_computer_science,37.5,27.5,23.75,11.25
high_school_european_history,30.303030303030305,31.818181818181817,20.454545454545453,17.424242424242426
high_school_geography,36.25,31.875,20.0,11.875
high_school_government_and_politics,48.71794871794872,29.48717948717949,16.025641025641026,5.76923076923077
high_school_macroeconomics,36.858974358974365,24.35897435897436,24.03846153846154,14.743589743589745
high_school_microeconomics,31.770833333333336,34.895833333333336,18.75,14.583333333333334
high_school_physics,37.096774193548384,25.0,20.161290322580644,17.741935483870968
high_school_psychology,37.38532110091743,30.733944954128443,19.4954128440367,12.385321100917432
high_school_statistics,26.13636363636364,24.431818181818183,19.31818181818182,30.113636363636367
high_school_us_history,32.926829268292686,36.58536585365854,17.073170731707318,13.414634146341463
high_school_world_history,45.3125,26.562500000000004,15.625000000000002,12.5
human_aging,24.444444444444446,37.77777777777778,21.666666666666668,16.11111111111111
human_sexuality,33.333333333333336,26.85185185185185,25.0,14.814814814814815
international_law,34.0,36.0,18.0,12.0
jurisprudence,29.545454545454547,25.000000000000004,27.272727272727273,18.181818181818183
logical_fallacies,40.90909090909091,28.78787878787879,23.484848484848484,6.818181818181818
machine_learning,33.69565217391304,25.0,23.913043478260867,17.391304347826086
management,39.285714285714285,33.333333333333336,21.428571428571427,5.9523809523809526
marketing,42.02127659574468,32.4468085106383,16.48936170212766,9.042553191489361
medical_genetics,28.75,27.5,25.0,18.75
miscellaneous,39.968152866242036,31.369426751592353,19.26751592356688,9.394904458598726
moral_disputes,42.5,27.857142857142858,20.0,9.642857142857142
moral_scenarios,25.139664804469273,29.18994413407821,23.044692737430164,22.625698324022345
nutrition,34.43396226415094,32.075471698113205,19.339622641509433,14.150943396226415
professional_accounting,30.113636363636367,35.79545454545455,27.840909090909093,6.250000000000001
professional_medicine,26.85185185185185,36.111111111111114,19.444444444444443,17.59259259259259
professional_psychology,29.6875,34.375,26.171875,9.765625
public_relations,36.11111111111111,52.77777777777778,8.333333333333332,2.7777777777777777
security_studies,47.5,22.5,22.5,7.5
sociology,32.142857142857146,32.142857142857146,25.0,10.714285714285715
us_foreign_policy,35.0,55.0,10.0,0.0
virology,39.285714285714285,50.0,10.714285714285715,0.0
world_religions,50.0,29.166666666666668,16.666666666666668,4.166666666666667
Mean,34.159919028340084,30.55414979757085,21.495445344129553,13.790485829959515
