Dataset,A,B,C,D
anatomy,0,0,0,0
astronomy,0.5,0.0,0.5,0.0
business_ethics,0,0,0,0
clinical_knowledge,0,0,0,0
college_biology,0,0,0,0
college_chemistry,0,0,0,0
college_computer_science,0,0,0,0
college_mathematics,0,0,0,0
college_physics,0,0,0,0
computer_security,0,0,0,0
econometrics,0,0,0,0
electrical_engineering,0,0,0,0
elementary_mathematics,0,0,0,0
formal_logic,0,0,0,0
global_facts,0,0,0,0
high_school_biology,0.6666666666666666,0.0,0.3333333333333333,0.0
high_school_chemistry,0.5,0.0,0.5,0.0
high_school_computer_science,0,0,0,0
high_school_european_history,0,0,0,0
high_school_geography,1.0,0.0,0.0,0.0
high_school_government_and_politics,0,0,0,0
high_school_macroeconomics,0,0,0,0
high_school_microeconomics,0.0,0.0,0.6666666666666666,0.3333333333333333
high_school_physics,0,0,0,0
high_school_psychology,0.3333333333333333,0.25,0.3333333333333333,0.08333333333333333
high_school_statistics,0,0,0,0
high_school_us_history,0,0,0,0
high_school_world_history,0.5,0.25,0.25,0.0
human_aging,0.25,0.5,0.25,0.0
human_sexuality,0,0,0,0
international_law,0,0,0,0
jurisprudence,0,0,0,0
logical_fallacies,0.5,0.5,0.0,0.0
machine_learning,0,0,0,0
management,0,0,0,0
marketing,0.0,0.0,0.5,0.5
medical_genetics,0,0,0,0
miscellaneous,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857
moral_disputes,0.5,0.5,0.0,0.0
moral_scenarios,0,0,0,0
nutrition,0,0,0,0
professional_accounting,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.0
professional_medicine,0,0,0,0
professional_psychology,0.30303030303030304,0.12121212121212122,0.36363636363636365,0.21212121212121213
public_relations,0,0,0,0
security_studies,0.0,0.0,1.0,0.0
sociology,0.25,0.0,0.75,0.0
us_foreign_policy,0,0,0,0
virology,0,0,0,0
world_religions,0,0,0,0
Mean,0.3202522477522478,0.16505328005328004,0.3395646020646021,0.14512987012987014
