Dataset,A,B,C,D
anatomy,0,0,0,0
astronomy,1.0,1.0,0.75,1.0
business_ethics,0,0,0,0
clinical_knowledge,0,0,0,0
college_biology,0,0,0,0
college_chemistry,0,0,0,0
college_computer_science,0,0,0,0
college_mathematics,0,0,0,0
college_physics,0,0,0,0
computer_security,0,0,0,0
econometrics,0,0,0,0
electrical_engineering,1.0,1.0,1.0,1.0
elementary_mathematics,0,0,0,0
formal_logic,0,0,0,0
global_facts,0,0,0,0
high_school_biology,1.0,1.0,0.7142857142857143,1.0
high_school_chemistry,0.0,1.0,1.0,0.0
high_school_computer_science,0,0,0,0
high_school_european_history,0,0,0,0
high_school_geography,1.0,1.0,1.0,0.0
high_school_government_and_politics,1.0,1.0,1.0,1.0
high_school_macroeconomics,0,0,0,0
high_school_microeconomics,1.0,0.75,0.75,0.75
high_school_physics,0,0,0,0
high_school_psychology,0.6666666666666666,1.0,0.9,0.9
high_school_statistics,0,0,0,0
high_school_us_history,0,0,0,0
high_school_world_history,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666
human_aging,0.6666666666666666,0.75,0.6666666666666666,1.0
human_sexuality,0,0,0,0
international_law,0,0,0,0
jurisprudence,0,0,0,0
logical_fallacies,0.5,1.0,1.0,1.0
machine_learning,0,0,0,0
management,0,0,0,0
marketing,1.0,1.0,0.7142857142857143,1.0
medical_genetics,0,0,0,0
miscellaneous,0.76,0.9473684210526315,0.9047619047619048,0.782608695652174
moral_disputes,0.8333333333333334,0.8333333333333334,1.0,1.0
moral_scenarios,0,0,0,0
nutrition,0,0,0,0
professional_accounting,0.8,0.5714285714285714,0.75,0.25
professional_medicine,0,0,0,0
professional_psychology,0.6363636363636364,0.8888888888888888,0.8666666666666667,0.5
public_relations,0,0,0,0
security_studies,1.0,1.0,1.0,0.5
sociology,0.6,1.0,1.0,1.0
us_foreign_policy,0,0,0,0
virology,0,0,0,0
world_religions,1.0,1.0,1.0,1.0
Mean,0.7716848484848485,0.9049289891395154,0.8738095238095238,0.7551739130434783
