Dataset,p-value,statistic
professional_psychology,0.4650212149463677,2.557319223985891
electrical_engineering,2.7392114461473043e-07,33.33333333333332
college_biology,9.537406942615968e-06,26.0
marketing,2.109966311656714e-23,108.68055555555554
high_school_world_history,0.005509691576986025,12.629757785467126
professional_law,0.48164958649498,2.465
prehistory,0.016069834109445322,10.315000000000001
philosophy,0.3414284310501956,3.345
high_school_mathematics,0.4009688078893464,2.94
conceptual_physics,0.029625128411784944,8.975
college_medicine,0.38473896576198185,3.045
abstract_algebra,0.184460450910515,4.832766439909296
