Dataset,0,1,2,3
anatomy,0,0,0,0
astronomy,0.5,1.0,0.5,1.0
business_ethics,0,0,0,0
clinical_knowledge,0,0,0,0
college_biology,0,0,0,0
college_chemistry,0,0,0,0
college_computer_science,0,0,0,0
college_mathematics,0,0,0,0
college_physics,0,0,0,0
computer_security,0,0,0,0
econometrics,0,0,0,0
electrical_engineering,1.0,1.0,1.0,1.0
elementary_mathematics,0,0,0,0
formal_logic,0,0,0,0
global_facts,0,0,0,0
high_school_biology,0.6,0.8,1.0,1.0
high_school_chemistry,0.0,1.0,1.0,1.0
high_school_computer_science,0,0,0,0
high_school_european_history,0,0,0,0
high_school_geography,0.3333333333333333,0,0,0.0
high_school_government_and_politics,1.0,1.0,1.0,1.0
high_school_macroeconomics,0,0,0,0
high_school_microeconomics,0.75,1.0,1.0,1.0
high_school_physics,0,0,0,0
high_school_psychology,0.7222222222222222,0.7777777777777778,0.9090909090909091,1.0
high_school_statistics,0,0,0,0
high_school_us_history,0,0,0,0
high_school_world_history,1.0,0.75,1.0,1.0
human_aging,0.6,1.0,1.0,1.0
human_sexuality,0,0,0,0
international_law,0,0,0,0
jurisprudence,0,0,0,0
logical_fallacies,1.0,0.5,1.0,1.0
machine_learning,0,0,0,0
management,0,0,0,0
marketing,0.75,1.0,0.7142857142857143,1.0
medical_genetics,0,0,0,0
miscellaneous,0.76,0.782608695652174,0.9473684210526315,0.9523809523809523
moral_disputes,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334
moral_scenarios,0,0,0,0
nutrition,0,0,0,0
professional_accounting,0.625,0.75,0.2857142857142857,0.8
professional_medicine,0,0,0,0
professional_psychology,0.75,0.9166666666666666,0.6666666666666666,0.7058823529411765
public_relations,0,0,0,0
security_studies,1.0,1.0,0.5,1.0
sociology,0.6,0.5,0.6666666666666666,0.5
us_foreign_policy,0,0,0,0
virology,0,0,0,0
world_religions,1.0,1.0,1.0,1.0
Mean,0.7442,0.8171739130434783,0.8170357712462974,0.8954649859943977
