Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,37.03703703703704,34.25925925925926,16.666666666666668,12.037037037037036
astronomy,29.032258064516128,24.193548387096772,22.58064516129032,24.193548387096772
business_ethics,35.0,25.0,13.75,26.25
clinical_knowledge,29.71698113207547,30.660377358490567,18.39622641509434,21.22641509433962
college_biology,18.96551724137931,40.51724137931034,18.103448275862068,22.413793103448274
college_chemistry,27.5,28.75,20.0,23.75
college_computer_science,27.5,21.25,23.75,27.5
college_mathematics,33.75,11.25,28.75,26.25
college_physics,32.142857142857146,22.61904761904762,21.428571428571427,23.80952380952381
computer_security,46.25,23.75,18.75,11.25
econometrics,31.52173913043478,23.913043478260867,20.652173913043477,23.913043478260867
electrical_engineering,31.034482758620687,31.89655172413793,20.689655172413794,16.379310344827584
elementary_mathematics,27.30263157894737,21.710526315789476,27.960526315789476,23.026315789473685
formal_logic,35.57692307692308,25.961538461538463,20.192307692307693,18.26923076923077
global_facts,25.0,32.5,15.0,27.5
high_school_biology,33.87096774193548,33.064516129032256,19.354838709677416,13.709677419354838
high_school_chemistry,23.170731707317074,32.926829268292686,20.121951219512194,23.78048780487805
high_school_computer_science,25.0,26.25,23.75,25.0
high_school_european_history,25.757575757575758,28.03030303030303,28.03030303030303,18.18181818181818
high_school_geography,31.25,26.25,24.375,18.125
high_school_government_and_politics,30.12820512820513,33.97435897435898,17.94871794871795,17.94871794871795
high_school_macroeconomics,25.641025641025642,27.564102564102566,27.564102564102566,19.230769230769234
high_school_microeconomics,28.645833333333336,28.645833333333336,24.479166666666668,18.229166666666668
high_school_physics,29.032258064516128,30.64516129032258,23.387096774193548,16.93548387096774
high_school_psychology,28.440366972477065,34.633027522935784,19.4954128440367,17.431192660550458
high_school_statistics,28.97727272727273,32.95454545454546,16.47727272727273,21.590909090909093
high_school_us_history,23.78048780487805,35.97560975609756,23.78048780487805,16.463414634146343
high_school_world_history,33.333333333333336,27.604166666666668,20.833333333333336,18.229166666666668
human_aging,25.555555555555557,28.333333333333336,19.444444444444446,26.666666666666668
human_sexuality,29.62962962962963,26.85185185185185,14.814814814814815,28.703703703703702
international_law,22.0,43.0,22.0,13.0
jurisprudence,30.681818181818183,27.272727272727273,12.500000000000002,29.545454545454547
logical_fallacies,25.0,33.333333333333336,17.424242424242426,24.242424242424242
machine_learning,32.608695652173914,31.52173913043478,17.391304347826086,18.478260869565215
management,25.0,25.0,23.80952380952381,26.19047619047619
marketing,45.744680851063826,21.80851063829787,17.02127659574468,15.425531914893616
medical_genetics,43.75,28.75,12.5,15.0
miscellaneous,27.229299363057322,31.210191082802545,23.40764331210191,18.152866242038215
moral_disputes,28.92857142857143,31.42857142857143,20.714285714285715,18.92857142857143
moral_scenarios,31.564245810055866,31.983240223463685,19.83240223463687,16.620111731843576
nutrition,28.77358490566038,31.132075471698112,22.641509433962263,17.452830188679247
professional_accounting,19.31818181818182,27.272727272727273,23.863636363636367,29.545454545454547
professional_medicine,26.85185185185185,16.666666666666668,38.888888888888886,17.59259259259259
professional_psychology,35.9375,31.640625,17.578125,14.84375
public_relations,47.22222222222222,30.555555555555554,8.333333333333332,13.88888888888889
security_studies,67.5,15.0,15.0,2.5
sociology,39.285714285714285,32.142857142857146,25.0,3.5714285714285716
us_foreign_policy,85.0,10.0,5.0,0.0
virology,35.714285714285715,42.85714285714286,21.42857142857143,0.0
world_religions,72.91666666666667,25.0,2.0833333333333335,0.0
Mean,30.28846153846154,29.554655870445345,21.014676113360323,19.142206477732792
