Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,50.0,16.666666666666668,17.59259259259259,15.74074074074074
astronomy,45.16129032258064,29.838709677419352,16.93548387096774,8.064516129032258
business_ethics,53.75,20.0,17.5,8.75
clinical_knowledge,37.735849056603776,28.77358490566038,20.754716981132077,12.735849056603774
college_biology,44.82758620689655,27.586206896551722,14.655172413793103,12.93103448275862
college_chemistry,41.25,22.5,23.75,12.5
college_computer_science,45.0,27.5,15.0,12.5
college_mathematics,35.0,32.5,15.0,17.5
college_physics,33.333333333333336,32.142857142857146,17.857142857142858,16.666666666666668
computer_security,42.5,26.25,16.25,15.0
econometrics,22.82608695652174,19.565217391304348,32.608695652173914,25.0
electrical_engineering,36.206896551724135,25.0,23.275862068965516,15.517241379310343
elementary_mathematics,32.89473684210527,30.592105263157897,17.10526315789474,19.407894736842106
formal_logic,36.53846153846154,29.80769230769231,18.26923076923077,15.384615384615385
global_facts,46.25,31.25,16.25,6.25
high_school_biology,48.387096774193544,20.564516129032256,15.32258064516129,15.725806451612902
high_school_chemistry,42.68292682926829,21.95121951219512,18.902439024390244,16.463414634146343
high_school_computer_science,48.75,27.5,13.75,10.0
high_school_european_history,46.21212121212121,25.0,16.666666666666668,12.121212121212121
high_school_geography,46.875,25.0,18.125,10.0
high_school_government_and_politics,48.07692307692308,20.512820512820515,17.30769230769231,14.102564102564104
high_school_macroeconomics,32.69230769230769,24.35897435897436,21.153846153846157,21.794871794871796
high_school_microeconomics,39.0625,22.916666666666668,20.833333333333336,17.1875
high_school_physics,37.096774193548384,22.58064516129032,25.806451612903224,14.516129032258064
high_school_psychology,51.14678899082569,22.477064220183486,13.761467889908257,12.61467889908257
high_school_statistics,25.000000000000004,27.272727272727273,23.295454545454547,24.431818181818183
high_school_us_history,46.34146341463415,23.78048780487805,15.24390243902439,14.634146341463413
high_school_world_history,45.3125,29.166666666666668,17.1875,8.333333333333334
human_aging,48.88888888888889,21.11111111111111,17.22222222222222,12.777777777777779
human_sexuality,46.2962962962963,25.0,21.296296296296298,7.407407407407407
international_law,62.0,20.0,10.0,8.0
jurisprudence,42.04545454545455,35.227272727272734,11.363636363636365,11.363636363636365
logical_fallacies,53.78787878787879,22.727272727272727,14.393939393939394,9.09090909090909
machine_learning,29.34782608695652,30.43478260869565,27.173913043478258,13.043478260869565
management,55.95238095238095,25.0,9.523809523809524,9.523809523809524
marketing,62.76595744680851,22.872340425531913,7.9787234042553195,6.382978723404255
medical_genetics,45.0,21.25,22.5,11.25
miscellaneous,56.210191082802545,20.54140127388535,14.808917197452228,8.439490445859873
moral_disputes,43.92857142857143,27.5,16.785714285714285,11.785714285714286
moral_scenarios,31.70391061452514,26.53631284916201,18.71508379888268,23.044692737430164
nutrition,53.301886792452834,23.58490566037736,12.264150943396226,10.849056603773585
professional_accounting,43.75000000000001,27.272727272727273,21.590909090909093,7.386363636363637
professional_medicine,48.148148148148145,23.14814814814815,17.59259259259259,11.11111111111111
professional_psychology,42.578125,27.34375,19.140625,10.9375
public_relations,27.77777777777778,38.888888888888886,22.22222222222222,11.11111111111111
security_studies,12.5,35.0,37.5,15.0
sociology,14.285714285714286,21.42857142857143,28.571428571428573,35.714285714285715
us_foreign_policy,45.0,35.0,20.0,0.0
virology,21.42857142857143,35.714285714285715,32.142857142857146,10.714285714285715
world_religions,64.58333333333334,18.75,8.333333333333334,8.333333333333334
Mean,43.39574898785425,25.06325910931174,17.649291497975707,13.8917004048583
