Dataset,p-value,statistic
professional_psychology,0.0006518866861775602,17.1705719324767
electrical_engineering,1.4266331666760887e-15,72.22222222222223
college_biology,0.00016974243555282632,20.0
marketing,7.541217327707147e-19,87.50000000000003
high_school_world_history,1.5746703026640438e-10,48.61591695501731
professional_law,0.00010352882533776921,21.035
prehistory,4.004830337766977e-08,37.285
philosophy,0.00010452374715868479,21.015
high_school_mathematics,0.18311620872166184,4.85
conceptual_physics,0.001712884351627565,15.125
college_medicine,8.347572975669754e-05,21.485
abstract_algebra,0.015089393208531232,10.452097505668931
