Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,59.25925925925926,22.22222222222222,12.037037037037036,6.481481481481482
astronomy,51.61290322580645,26.61290322580645,15.32258064516129,6.451612903225806
business_ethics,48.75,17.5,11.25,22.5
clinical_knowledge,47.16981132075472,24.528301886792452,12.735849056603774,15.566037735849056
college_biology,46.55172413793103,20.689655172413794,17.241379310344826,15.517241379310343
college_chemistry,48.75,15.0,15.0,21.25
college_computer_science,25.0,33.75,17.5,23.75
college_mathematics,32.5,26.25,25.0,16.25
college_physics,41.666666666666664,19.047619047619047,20.238095238095237,19.047619047619047
computer_security,57.5,17.5,16.25,8.75
econometrics,30.43478260869565,30.43478260869565,16.304347826086957,22.82608695652174
electrical_engineering,56.03448275862068,20.689655172413794,12.068965517241379,11.206896551724137
elementary_mathematics,34.86842105263158,24.67105263157895,24.013157894736842,16.447368421052634
formal_logic,45.19230769230769,25.961538461538463,15.384615384615385,13.461538461538462
global_facts,28.75,22.5,22.5,26.25
high_school_biology,56.4516129032258,20.564516129032256,14.11290322580645,8.870967741935484
high_school_chemistry,51.829268292682926,19.51219512195122,17.073170731707318,11.585365853658537
high_school_computer_science,50.0,26.25,12.5,11.25
high_school_european_history,68.93939393939394,12.121212121212121,12.878787878787879,6.0606060606060606
high_school_geography,60.625,22.5,8.75,8.125
high_school_government_and_politics,56.410256410256416,18.58974358974359,11.53846153846154,13.461538461538463
high_school_macroeconomics,58.97435897435898,21.794871794871796,12.500000000000002,6.730769230769232
high_school_microeconomics,51.04166666666667,22.916666666666668,15.104166666666668,10.9375
high_school_physics,25.806451612903224,37.096774193548384,24.193548387096772,12.903225806451612
high_school_psychology,66.97247706422019,15.825688073394497,9.174311926605505,8.027522935779817
high_school_statistics,50.00000000000001,21.590909090909093,17.613636363636367,10.795454545454547
high_school_us_history,71.34146341463415,11.585365853658537,7.926829268292683,9.146341463414634
high_school_world_history,66.66666666666667,14.583333333333334,10.416666666666668,8.333333333333334
human_aging,45.0,24.444444444444446,17.77777777777778,12.777777777777779
human_sexuality,58.333333333333336,15.74074074074074,12.037037037037036,13.88888888888889
international_law,66.0,17.0,12.0,5.0
jurisprudence,50.00000000000001,14.772727272727273,19.31818181818182,15.90909090909091
logical_fallacies,54.54545454545455,21.96969696969697,12.878787878787879,10.606060606060606
machine_learning,27.173913043478258,26.08695652173913,21.73913043478261,25.0
management,61.904761904761905,17.857142857142858,14.285714285714285,5.9523809523809526
marketing,68.61702127659575,18.617021276595743,9.042553191489361,3.723404255319149
medical_genetics,55.0,21.25,17.5,6.25
miscellaneous,60.35031847133758,21.337579617834393,10.987261146496815,7.32484076433121
moral_disputes,46.07142857142857,26.071428571428573,15.357142857142858,12.5
moral_scenarios,35.6145251396648,20.670391061452513,25.41899441340782,18.296089385474858
nutrition,54.716981132075475,17.92452830188679,16.037735849056602,11.320754716981131
professional_accounting,31.81818181818182,29.545454545454547,18.75,19.886363636363637
professional_medicine,39.81481481481482,25.925925925925927,10.185185185185185,24.074074074074073
professional_psychology,34.765625,23.046875,22.65625,19.53125
public_relations,27.77777777777778,22.22222222222222,30.555555555555554,19.444444444444443
security_studies,17.5,40.0,12.5,30.0
sociology,21.42857142857143,25.0,17.857142857142858,35.714285714285715
us_foreign_policy,50.0,45.0,5.0,0.0
virology,10.714285714285715,28.571428571428573,35.714285714285715,25.0
world_religions,58.333333333333336,18.75,12.5,10.416666666666668
Mean,49.88613360323887,21.58400809716599,15.76417004048583,12.765688259109313
