Dataset,A,B,C,D
high_school_microeconomics,0.09090909090909091,0.75,0.6666666666666666,0.5
high_school_biology,0.21428571428571427,0.8095238095238095,0.2857142857142857,0.8
high_school_world_history,0.13333333333333333,0.8666666666666667,0.5,1.0
high_school_government_and_politics,0.5,1.0,0.0,1.0
high_school_psychology,0.14705882352941177,0.8611111111111112,0.375,0.8333333333333334
high_school_chemistry,0.0,0.9230769230769231,0.5,0.3333333333333333
moral_disputes,0.05263157894736842,0.8064516129032258,0.5384615384615384,0.8235294117647058
high_school_geography,0.125,0.8,0.2,1.0
marketing,0.0,1.0,0.6,0.7142857142857143
sociology,0.0,0.75,0.5,1.0
Mean,0.12339148003699087,0.8425711528614755,0.4276684981684981,0.8077535014005602
