Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,20.37037037037037,26.85185185185185,30.555555555555557,22.22222222222222
astronomy,10.483870967741934,29.838709677419352,34.677419354838705,25.0
business_ethics,26.25,22.5,32.5,18.75
clinical_knowledge,25.471698113207548,16.50943396226415,32.075471698113205,25.943396226415096
college_biology,22.413793103448274,21.551724137931032,22.413793103448274,33.62068965517241
college_chemistry,15.0,32.5,28.75,23.75
college_computer_science,13.75,32.5,30.0,23.75
college_mathematics,25.0,32.5,30.0,12.5
college_physics,16.666666666666668,27.38095238095238,35.714285714285715,20.238095238095237
computer_security,27.5,17.5,36.25,18.75
econometrics,28.26086956521739,25.0,26.08695652173913,20.652173913043477
electrical_engineering,18.103448275862068,35.3448275862069,37.93103448275862,8.620689655172413
elementary_mathematics,25.328947368421055,24.013157894736842,31.250000000000004,19.407894736842106
formal_logic,19.23076923076923,32.69230769230769,26.923076923076923,21.153846153846153
global_facts,17.5,32.5,33.75,16.25
high_school_biology,22.983870967741932,29.032258064516128,25.0,22.983870967741932
high_school_chemistry,15.24390243902439,32.926829268292686,32.926829268292686,18.902439024390244
high_school_computer_science,20.0,25.0,31.25,23.75
high_school_european_history,28.03030303030303,23.484848484848484,25.0,23.484848484848484
high_school_geography,19.375,31.25,25.625,23.75
high_school_government_and_politics,28.84615384615385,24.35897435897436,26.923076923076927,19.871794871794872
high_school_macroeconomics,18.26923076923077,30.12820512820513,28.84615384615385,22.75641025641026
high_school_microeconomics,23.4375,33.333333333333336,22.395833333333336,20.833333333333336
high_school_physics,22.58064516129032,33.064516129032256,28.2258064516129,16.129032258064516
high_school_psychology,24.541284403669724,22.93577981651376,27.293577981651378,25.22935779816514
high_school_statistics,24.431818181818183,31.81818181818182,23.295454545454547,20.454545454545457
high_school_us_history,37.80487804878049,20.121951219512194,21.341463414634145,20.73170731707317
high_school_world_history,33.333333333333336,27.083333333333336,18.229166666666668,21.354166666666668
human_aging,26.666666666666668,30.0,22.22222222222222,21.11111111111111
human_sexuality,22.22222222222222,33.333333333333336,28.703703703703702,15.74074074074074
international_law,29.0,25.0,26.0,20.0
jurisprudence,22.72727272727273,27.272727272727273,23.863636363636367,26.13636363636364
logical_fallacies,18.939393939393938,31.06060606060606,27.272727272727273,22.727272727272727
machine_learning,27.173913043478258,29.34782608695652,25.0,18.478260869565215
management,25.0,28.57142857142857,30.952380952380953,15.476190476190476
marketing,25.0,27.127659574468083,25.53191489361702,22.340425531914892
medical_genetics,32.5,22.5,21.25,23.75
miscellaneous,23.726114649681527,32.1656050955414,27.070063694267514,17.038216560509554
moral_disputes,22.142857142857142,33.92857142857143,27.857142857142858,16.071428571428573
moral_scenarios,18.994413407821227,18.71508379888268,36.31284916201117,25.977653631284916
nutrition,23.11320754716981,31.132075471698112,25.471698113207548,20.28301886792453
professional_accounting,24.431818181818183,22.15909090909091,26.13636363636364,27.272727272727273
professional_medicine,23.14814814814815,12.962962962962964,32.407407407407405,31.48148148148148
professional_psychology,41.015625,23.046875,19.140625,16.796875
public_relations,44.44444444444444,19.444444444444443,22.22222222222222,13.88888888888889
security_studies,75.0,15.0,10.0,0.0
sociology,64.28571428571429,25.0,7.142857142857143,3.5714285714285716
us_foreign_policy,55.0,30.0,10.0,5.0
virology,32.142857142857146,25.0,42.85714285714286,0.0
world_religions,58.333333333333336,16.666666666666668,14.583333333333334,10.416666666666668
Mean,24.493927125506072,26.707995951417004,27.758097165991902,21.03997975708502
