Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,53.7037037037037,19.444444444444443,13.88888888888889,12.962962962962964
astronomy,30.64516129032258,33.87096774193548,25.0,10.483870967741934
business_ethics,55.0,22.5,5.0,17.5
clinical_knowledge,41.9811320754717,26.88679245283019,12.735849056603774,18.39622641509434
college_biology,39.6551724137931,22.413793103448274,21.551724137931032,16.379310344827584
college_chemistry,13.75,22.5,30.0,33.75
college_computer_science,26.25,38.75,21.25,13.75
college_mathematics,38.75,21.25,22.5,17.5
college_physics,33.333333333333336,22.61904761904762,15.476190476190476,28.57142857142857
computer_security,57.5,21.25,13.75,7.5
econometrics,34.78260869565217,32.608695652173914,16.304347826086957,16.304347826086957
electrical_engineering,39.6551724137931,26.72413793103448,15.517241379310343,18.103448275862068
elementary_mathematics,29.60526315789474,26.644736842105264,23.026315789473685,20.72368421052632
formal_logic,13.461538461538462,21.153846153846153,32.69230769230769,32.69230769230769
global_facts,26.25,28.75,28.75,16.25
high_school_biology,50.40322580645161,25.0,13.709677419354838,10.887096774193548
high_school_chemistry,26.829268292682926,28.65853658536585,23.170731707317074,21.341463414634145
high_school_computer_science,37.5,27.5,21.25,13.75
high_school_european_history,56.06060606060606,18.939393939393938,12.121212121212121,12.878787878787879
high_school_geography,44.375,20.0,23.75,11.875
high_school_government_and_politics,64.1025641025641,17.94871794871795,7.692307692307693,10.256410256410257
high_school_macroeconomics,26.602564102564106,26.602564102564106,22.75641025641026,24.03846153846154
high_school_microeconomics,44.270833333333336,24.479166666666668,13.541666666666668,17.708333333333336
high_school_physics,32.25806451612903,22.58064516129032,22.58064516129032,22.58064516129032
high_school_psychology,53.440366972477065,18.119266055045873,15.366972477064222,13.073394495412845
high_school_statistics,31.81818181818182,19.886363636363637,25.000000000000004,23.295454545454547
high_school_us_history,59.146341463414636,17.682926829268293,9.146341463414634,14.024390243902438
high_school_world_history,62.50000000000001,18.75,14.062500000000002,4.6875
human_aging,43.333333333333336,20.0,20.555555555555557,16.11111111111111
human_sexuality,38.888888888888886,21.296296296296298,21.296296296296298,18.51851851851852
international_law,65.0,15.0,17.0,3.0
jurisprudence,40.909090909090914,20.454545454545457,25.000000000000004,13.636363636363637
logical_fallacies,51.515151515151516,25.0,10.606060606060606,12.878787878787879
machine_learning,36.95652173913043,34.78260869565217,16.304347826086957,11.956521739130434
management,55.95238095238095,16.666666666666668,15.476190476190476,11.904761904761905
marketing,61.170212765957444,22.340425531914892,6.914893617021276,9.574468085106382
medical_genetics,47.5,17.5,16.25,18.75
miscellaneous,64.64968152866241,18.312101910828023,9.554140127388534,7.484076433121019
moral_disputes,46.07142857142857,27.142857142857142,14.642857142857142,12.142857142857142
moral_scenarios,34.07821229050279,18.296089385474858,19.83240223463687,27.793296089385475
nutrition,43.867924528301884,31.132075471698112,13.679245283018869,11.320754716981131
professional_accounting,43.18181818181819,27.840909090909093,19.31818181818182,9.65909090909091
professional_medicine,58.333333333333336,24.074074074074073,12.037037037037036,5.555555555555555
professional_psychology,62.109375,22.265625,11.71875,3.90625
public_relations,52.77777777777778,33.33333333333333,11.11111111111111,2.7777777777777777
security_studies,82.5,12.5,5.0,0.0
sociology,67.85714285714286,32.142857142857146,0.0,0.0
us_foreign_policy,100.0,0.0,0.0,0.0
virology,78.57142857142857,21.42857142857143,0.0,0.0
world_religions,91.66666666666667,6.25,2.0833333333333335,0.0
Mean,45.83755060728745,22.62145748987854,16.46002024291498,15.080971659919028
