Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,45.370370370370374,25.0,17.59259259259259,12.037037037037036
astronomy,34.677419354838705,43.54838709677419,14.516129032258064,7.258064516129032
business_ethics,43.75,35.0,12.5,8.75
clinical_knowledge,39.15094339622642,33.0188679245283,18.39622641509434,9.433962264150944
college_biology,44.82758620689655,38.79310344827586,8.620689655172413,7.758620689655172
college_chemistry,21.25,33.75,16.25,28.75
college_computer_science,33.75,33.75,17.5,15.0
college_mathematics,23.75,36.25,23.75,16.25
college_physics,25.0,35.714285714285715,16.666666666666668,22.61904761904762
computer_security,47.5,32.5,12.5,7.5
econometrics,29.34782608695652,38.04347826086956,20.652173913043477,11.956521739130434
electrical_engineering,28.448275862068964,45.689655172413794,14.655172413793103,11.206896551724137
elementary_mathematics,26.315789473684212,36.184210526315795,21.05263157894737,16.447368421052634
formal_logic,26.923076923076923,36.53846153846154,15.384615384615385,21.153846153846153
global_facts,23.75,32.5,23.75,20.0
high_school_biology,56.4516129032258,29.43548387096774,9.677419354838708,4.435483870967742
high_school_chemistry,27.4390243902439,38.41463414634146,20.73170731707317,13.414634146341463
high_school_computer_science,45.0,32.5,11.25,11.25
high_school_european_history,56.81818181818182,28.03030303030303,6.818181818181818,8.333333333333334
high_school_geography,60.625,27.5,6.25,5.625
high_school_government_and_politics,58.333333333333336,25.000000000000004,10.897435897435898,5.76923076923077
high_school_macroeconomics,39.10256410256411,30.12820512820513,18.26923076923077,12.500000000000002
high_school_microeconomics,42.1875,30.729166666666668,15.625000000000002,11.458333333333334
high_school_physics,23.387096774193548,32.25806451612903,25.0,19.354838709677416
high_school_psychology,63.9908256880734,22.24770642201835,8.027522935779817,5.73394495412844
high_school_statistics,32.38636363636364,31.250000000000004,22.72727272727273,13.636363636363637
high_school_us_history,66.46341463414635,21.341463414634145,8.536585365853659,3.6585365853658534
high_school_world_history,69.27083333333334,14.583333333333334,9.895833333333334,6.25
human_aging,36.66666666666667,37.22222222222222,15.555555555555557,10.555555555555555
human_sexuality,39.81481481481482,30.555555555555557,19.444444444444443,10.185185185185185
international_law,51.0,31.0,16.0,2.0
jurisprudence,45.45454545454546,31.81818181818182,15.90909090909091,6.818181818181818
logical_fallacies,50.75757575757576,31.818181818181817,12.121212121212121,5.303030303030303
machine_learning,26.08695652173913,47.826086956521735,13.043478260869565,13.043478260869565
management,50.0,38.095238095238095,8.333333333333334,3.571428571428571
marketing,72.87234042553192,21.27659574468085,3.723404255319149,2.127659574468085
medical_genetics,51.25,30.0,10.0,8.75
miscellaneous,52.866242038216555,33.28025477707006,10.19108280254777,3.662420382165605
moral_disputes,48.214285714285715,30.714285714285715,12.142857142857142,8.928571428571429
moral_scenarios,22.765363128491618,19.273743016759774,26.11731843575419,31.843575418994412
nutrition,45.283018867924525,32.54716981132076,13.20754716981132,8.962264150943396
professional_accounting,39.20454545454546,28.97727272727273,21.022727272727273,10.795454545454547
professional_medicine,41.666666666666664,23.14814814814815,23.14814814814815,12.037037037037036
professional_psychology,46.09375,28.90625,15.234375,9.765625
public_relations,30.555555555555554,27.77777777777778,30.555555555555554,11.11111111111111
security_studies,45.0,20.0,30.0,5.0
sociology,46.42857142857143,39.285714285714285,7.142857142857143,7.142857142857143
us_foreign_policy,80.0,20.0,0.0,0.0
virology,28.571428571428573,42.85714285714286,25.0,3.5714285714285716
world_religions,72.91666666666667,22.916666666666668,4.166666666666667,0.0
Mean,43.45900809716599,29.908906882591094,15.270748987854251,11.361336032388664
