Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,37.03703703703704,29.62962962962963,20.37037037037037,12.962962962962964
astronomy,27.419354838709676,36.29032258064516,20.161290322580644,16.129032258064516
business_ethics,37.5,35.0,17.5,10.0
clinical_knowledge,38.20754716981132,31.132075471698112,16.037735849056602,14.622641509433963
college_biology,35.3448275862069,31.034482758620687,19.82758620689655,13.793103448275861
college_chemistry,23.75,27.5,23.75,25.0
college_computer_science,27.5,31.25,18.75,22.5
college_mathematics,32.5,32.5,20.0,15.0
college_physics,22.61904761904762,28.57142857142857,26.19047619047619,22.61904761904762
computer_security,40.0,30.0,13.75,16.25
econometrics,31.52173913043478,34.78260869565217,17.391304347826086,16.304347826086957
electrical_engineering,29.310344827586206,28.448275862068964,27.586206896551722,14.655172413793103
elementary_mathematics,29.276315789473685,31.250000000000004,24.342105263157897,15.131578947368421
formal_logic,25.0,33.65384615384615,25.961538461538463,15.384615384615385
global_facts,28.75,28.75,20.0,22.5
high_school_biology,30.241935483870964,39.91935483870967,16.129032258064516,13.709677419354838
high_school_chemistry,20.121951219512194,34.75609756097561,23.78048780487805,21.341463414634145
high_school_computer_science,26.25,31.25,21.25,21.25
high_school_european_history,35.60606060606061,37.12121212121212,15.909090909090908,11.363636363636363
high_school_geography,32.5,33.125,20.625,13.75
high_school_government_and_politics,39.10256410256411,35.25641025641026,12.17948717948718,13.461538461538463
high_school_macroeconomics,28.52564102564103,32.69230769230769,21.474358974358974,17.30769230769231
high_school_microeconomics,28.645833333333336,39.0625,18.75,13.541666666666668
high_school_physics,30.64516129032258,29.838709677419352,18.548387096774192,20.96774193548387
high_school_psychology,38.30275229357798,30.504587155963304,16.28440366972477,14.908256880733946
high_school_statistics,32.95454545454546,28.97727272727273,23.295454545454547,14.772727272727273
high_school_us_history,43.292682926829265,24.390243902439025,18.29268292682927,14.024390243902438
high_school_world_history,44.270833333333336,31.770833333333336,11.979166666666668,11.979166666666668
human_aging,30.555555555555557,32.77777777777778,19.444444444444446,17.22222222222222
human_sexuality,35.18518518518518,33.333333333333336,22.22222222222222,9.25925925925926
international_law,41.0,41.0,12.0,6.0
jurisprudence,30.681818181818183,34.09090909090909,20.454545454545457,14.772727272727273
logical_fallacies,37.12121212121212,25.0,20.454545454545453,17.424242424242426
machine_learning,40.21739130434782,28.26086956521739,18.478260869565215,13.043478260869565
management,36.904761904761905,23.80952380952381,21.428571428571427,17.857142857142858
marketing,44.680851063829785,30.319148936170212,12.76595744680851,12.23404255319149
medical_genetics,32.5,36.25,21.25,10.0
miscellaneous,40.445859872611464,29.14012738853503,14.331210191082802,16.0828025477707
moral_disputes,37.5,33.214285714285715,14.285714285714286,15.0
moral_scenarios,24.581005586592177,35.19553072625698,21.64804469273743,18.575418994413408
nutrition,32.54716981132076,33.49056603773585,17.92452830188679,16.037735849056602
professional_accounting,26.13636363636364,38.06818181818182,17.613636363636367,18.181818181818183
professional_medicine,31.48148148148148,34.25925925925926,12.037037037037036,22.22222222222222
professional_psychology,36.328125,36.71875,17.96875,8.984375
public_relations,33.33333333333333,36.11111111111111,19.444444444444443,11.11111111111111
security_studies,47.5,45.0,7.5,0.0
sociology,60.714285714285715,17.857142857142858,21.42857142857143,0.0
us_foreign_policy,55.0,45.0,0.0,0.0
virology,42.85714285714286,35.714285714285715,17.857142857142858,3.5714285714285716
world_religions,75.0,20.833333333333336,4.166666666666667,0.0
Mean,33.767712550607285,32.59109311740891,18.39574898785425,15.245445344129555
