Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,30.555555555555557,31.48148148148148,25.925925925925927,12.037037037037036
astronomy,33.064516129032256,29.032258064516128,24.193548387096772,13.709677419354838
business_ethics,51.25,26.25,15.0,7.5
clinical_knowledge,32.54716981132076,30.18867924528302,23.11320754716981,14.150943396226415
college_biology,32.75862068965517,36.206896551724135,20.689655172413794,10.344827586206897
college_chemistry,22.5,21.25,28.75,27.5
college_computer_science,27.5,28.75,25.0,18.75
college_mathematics,33.75,23.75,28.75,13.75
college_physics,22.61904761904762,29.761904761904763,28.57142857142857,19.047619047619047
computer_security,37.5,33.75,18.75,10.0
econometrics,28.26086956521739,35.869565217391305,21.73913043478261,14.130434782608695
electrical_engineering,42.241379310344826,32.75862068965517,13.793103448275861,11.206896551724137
elementary_mathematics,21.710526315789476,32.56578947368421,26.644736842105264,19.078947368421055
formal_logic,24.03846153846154,17.307692307692307,31.73076923076923,26.923076923076923
global_facts,27.5,18.75,33.75,20.0
high_school_biology,36.29032258064516,31.048387096774192,20.161290322580644,12.5
high_school_chemistry,29.878048780487806,32.3170731707317,24.390243902439025,13.414634146341463
high_school_computer_science,30.0,28.75,26.25,15.0
high_school_european_history,36.36363636363636,34.84848484848485,18.18181818181818,10.606060606060606
high_school_geography,31.25,30.625,25.625,12.5
high_school_government_and_politics,37.17948717948718,32.69230769230769,22.435897435897438,7.692307692307693
high_school_macroeconomics,30.12820512820513,33.65384615384615,20.512820512820515,15.705128205128206
high_school_microeconomics,25.0,32.8125,24.479166666666668,17.708333333333336
high_school_physics,21.774193548387096,37.90322580645161,24.193548387096772,16.129032258064516
high_school_psychology,33.71559633027523,33.48623853211009,16.972477064220186,15.825688073394497
high_school_statistics,21.590909090909093,34.09090909090909,23.295454545454547,21.022727272727273
high_school_us_history,40.24390243902439,29.878048780487806,15.24390243902439,14.634146341463413
high_school_world_history,39.0625,27.083333333333336,19.270833333333336,14.583333333333334
human_aging,33.333333333333336,32.77777777777778,21.666666666666668,12.222222222222223
human_sexuality,39.81481481481482,22.22222222222222,25.925925925925927,12.037037037037036
international_law,38.0,31.0,13.0,18.0
jurisprudence,35.227272727272734,34.09090909090909,17.045454545454547,13.636363636363637
logical_fallacies,34.09090909090909,31.818181818181817,21.96969696969697,12.121212121212121
machine_learning,25.0,33.69565217391304,26.08695652173913,15.217391304347824
management,23.80952380952381,45.23809523809524,19.047619047619047,11.904761904761905
marketing,39.361702127659576,31.382978723404253,20.21276595744681,9.042553191489361
medical_genetics,31.25,31.25,25.0,12.5
miscellaneous,41.24203821656051,29.14012738853503,21.019108280254777,8.598726114649681
moral_disputes,35.35714285714286,33.214285714285715,22.857142857142858,8.571428571428571
moral_scenarios,28.212290502793294,31.983240223463685,22.90502793296089,16.899441340782122
nutrition,45.283018867924525,29.71698113207547,15.566037735849056,9.433962264150944
professional_accounting,35.227272727272734,36.36363636363637,16.47727272727273,11.931818181818183
professional_medicine,36.111111111111114,38.888888888888886,12.962962962962964,12.037037037037036
professional_psychology,50.78125,29.6875,11.71875,7.8125
public_relations,55.55555555555556,30.555555555555554,11.11111111111111,2.7777777777777777
security_studies,52.5,32.5,7.5,7.5
sociology,32.142857142857146,35.714285714285715,17.857142857142858,14.285714285714286
us_foreign_policy,20.0,55.0,20.0,5.0
virology,28.571428571428573,50.0,17.857142857142858,3.5714285714285716
world_religions,62.50000000000001,31.250000000000004,6.25,0.0
Mean,33.88157894736842,31.566295546558706,21.077935222672064,13.47419028340081
