Dataset,A,B,C,D
anatomy,0.6944444444444444,0.40625,0.8095238095238095,0.8421052631578947
astronomy,0.7446808510638298,0.64,0.7567567567567568,0.6666666666666666
business_ethics,0.6956521739130435,0.72,0.9473684210526315,0.8461538461538461
clinical_knowledge,0.7,0.603448275862069,0.8571428571428571,0.7428571428571429
college_biology,0.5625,0.4782608695652174,0.8928571428571429,0.6470588235294118
college_chemistry,0.8913043478260869,0.1,0.7857142857142857,0.2
college_computer_science,0.6333333333333333,0.38461538461538464,0.8666666666666667,0.8571428571428571
college_mathematics,0.7,0.25,0.8181818181818182,0.3333333333333333
college_physics,0.8857142857142857,0.5294117647058824,0.8823529411764706,0.2
computer_security,0.6071428571428571,0.42105263157894735,0.625,0.8823529411764706
econometrics,0.7647058823529411,0.5294117647058824,0.8518518518518519,0.8571428571428571
electrical_engineering,0.7631578947368421,0.5,0.9354838709677419,0.9047619047619048
elementary_mathematics,0.8451612903225807,0.4482758620689655,0.6428571428571429,0.2
formal_logic,0.8292682926829268,0.7,0.6875,0.8235294117647058
global_facts,0.7222222222222222,0.45454545454545453,0.7777777777777778,0.26666666666666666
high_school_biology,0.5733333333333334,0.4,0.8987341772151899,0.8409090909090909
high_school_chemistry,0.7922077922077922,0.21739130434782608,0.6842105263157895,0.5384615384615384
high_school_computer_science,0.8285714285714286,0.47619047619047616,0.6666666666666666,0.5833333333333334
high_school_european_history,0.7619047619047619,0.5,0.9166666666666666,0.625
high_school_geography,0.7291666666666666,0.6,0.926829268292683,0.7777777777777778
high_school_government_and_politics,0.7291666666666666,0.5714285714285714,0.8125,0.8
high_school_macroeconomics,0.7807017543859649,0.7,0.9516129032258065,0.7321428571428571
high_school_microeconomics,0.7794117647058824,0.5526315789473685,0.9272727272727272,0.6774193548387096
high_school_physics,0.75,0.4230769230769231,0.7666666666666667,0.5
high_school_psychology,0.8043478260869565,0.6893203883495146,0.8547008547008547,0.7564102564102564
high_school_statistics,0.8113207547169812,0.6888888888888889,0.8372093023255814,0.6571428571428571
high_school_us_history,0.6428571428571429,0.6857142857142857,0.8260869565217391,0.7037037037037037
high_school_world_history,0.7166666666666667,0.5409836065573771,0.84375,0.8461538461538461
human_aging,0.7068965517241379,0.5,0.9215686274509803,0.64
human_sexuality,0.8157894736842105,0.4583333333333333,0.8148148148148148,0.7368421052631579
international_law,0.8611111111111112,0.5172413793103449,0.8095238095238095,0.8571428571428571
jurisprudence,0.8125,0.6666666666666666,1.0,0.8666666666666667
logical_fallacies,0.7021276595744681,0.5769230769230769,0.975,1.0
machine_learning,0.8809523809523809,0.17647058823529413,0.85,0.6153846153846154
management,0.7105263157894737,0.46153846153846156,0.85,1.0
marketing,0.8636363636363636,0.5789473684210527,0.7906976744186046,0.926829268292683
medical_genetics,0.9130434782608695,0.47619047619047616,0.8636363636363636,0.7857142857142857
miscellaneous,0.8104838709677419,0.4861111111111111,0.7424242424242424,0.8365384615384616
moral_disputes,0.7701149425287356,0.4927536231884058,0.84375,0.8333333333333334
moral_scenarios,0.2719298245614035,0.0,0.9392405063291139,0.7833333333333333
nutrition,0.7666666666666667,0.37209302325581395,0.8676470588235294,0.7804878048780488
professional_accounting,0.859375,0.5416666666666666,0.8478260869565217,0.7222222222222222
professional_medicine,0.6153846153846154,0.24,0.9354838709677419,0.6923076923076923
professional_psychology,0.75,0.6142857142857143,0.9117647058823529,0.9523809523809523
public_relations,0.9230769230769231,0.4,0.875,1.0
security_studies,0.8,0.1,0.9,0.8
sociology,0.8571428571428571,0.6666666666666666,0.8888888888888888,0.6666666666666666
us_foreign_policy,1.0,0.6,0.2,0.8
virology,1.0,0.8,0.5,1.0
world_religions,0.9166666666666666,0.3125,0.8,1.0
Mean,0.7216739939038644,0.46907655371647267,0.8429091619863739,0.7362079786986757
