Dataset,0,1,2,3
anatomy,0.03813575694776572,-0.02528435119909439,-0.01306096869313847,0.0002095629444671676
astronomy,0.03801087109459683,-0.019513125244174936,-0.012371049801801468,-0.006126696048620428
business_ethics,0.04997775821672207,-0.0011917154864310442,-0.03390667757235216,-0.014879365157938862
clinical_knowledge,0.04436712821282146,-0.011948706066155473,-0.02766679573425404,-0.004751626412411947
college_biology,0.047026735361835076,-0.015990433687537442,-0.03100800117763089,-2.830049666668888e-05
college_chemistry,0.029707227338887504,-0.0024839142934023756,-0.003502470408066491,-0.02372084263741865
college_computer_science,0.029062443985713587,-0.020808090253101028,-0.018531757662853393,0.010277403930240792
college_mathematics,0.04249293536475707,-0.025997263024515493,-0.03331723749072718,0.016821565150485662
college_physics,0.028147876520565218,-0.018660152999297033,-0.029063534290405577,0.019575810769137447
computer_security,0.04589764515710809,-0.010156357484887024,-0.03498986772461868,-0.0007514199476023053
econometrics,0.05627630181512361,-0.011917601223386726,-0.039348424739635235,-0.00501027585210162
electrical_engineering,0.04453904390813834,-0.01160024581807026,-0.040423870266151185,0.007485072176083157
elementary_mathematics,0.03480293041922719,-0.003446511022966947,-0.028078489834201137,-0.003277929562059134
formal_logic,0.04060025318951249,-0.016330673093633744,-0.014229905455465958,-0.010039674640412805
global_facts,0.027993998205152693,-0.012762393080437348,-0.014865378648763694,-0.00036622647595160873
high_school_biology,0.036126892060221516,-0.003970326992419254,-0.022530693553089814,-0.009625871514712475
high_school_chemistry,0.030585354272876786,-0.009062324912903513,-0.017684545850654432,-0.0038384835093188407
high_school_computer_science,0.024073368639839304,0.016949254941246245,-0.028095908528174618,-0.01292671505291082
high_school_european_history,-0.021074354659568362,0.011608426175217679,0.0009898291099189604,0.008476099374431723
high_school_geography,0.025604519009532145,-0.015014281726740797,-0.020611141151087004,0.010020903868295628
high_school_government_and_politics,0.034236755400196106,-0.021390029499255114,-0.014278250196994302,0.0014315242960532826
high_school_macroeconomics,0.03569507494572602,-0.0047817743787564315,-0.020684416487993407,-0.010228884078976125
high_school_microeconomics,0.04299845767483229,-0.009249887482372987,-0.028788991187951418,-0.0049595790045078025
high_school_physics,0.03932303320305694,-0.005304231352022876,-0.035516269382627086,0.0014974675315929664
high_school_psychology,0.03888058513379944,-0.00628485213395133,-0.027213427179892835,-0.0053823058199552465
high_school_statistics,0.043405563640042166,0.0045050297420017316,-0.041831784065128455,-0.006078809316915484
high_school_us_history,-0.009131974961639505,-0.009285203368833816,0.01343555979686023,0.004981618533613091
high_school_world_history,-0.026342606084311354,0.0010350446697926508,0.01171590159749264,0.013591659817026064
human_aging,0.05179668639150037,-0.006928563128883708,-0.03448687576384421,-0.01038124749877245
human_sexuality,0.04874798809204947,-0.005437054445775441,-0.044809353243759675,0.0014984195974857006
international_law,0.01607438199435135,0.003284746883707057,-0.003114044920013742,-0.016245083958044554
jurisprudence,0.037677267195690034,0.01076892846383326,-0.03936310128525114,-0.009083094374272238
logical_fallacies,0.04976382850052852,-0.01896543591224209,-0.02499724642647247,-0.005801146161813958
machine_learning,0.05107251803893875,-0.02607091584743257,-0.03330805587011543,0.008306453678609271
management,0.037357818471885545,-0.0046253546118661115,-0.008323688791388895,-0.024408775068630595
marketing,0.017841083947851888,0.0030783647336727338,-0.01887038384589168,-0.002049064835633052
medical_genetics,0.05005577076614948,-0.017926219654830045,-0.04839518676494156,0.016265635653622157
miscellaneous,0.03973798644582699,-0.011096680313729707,-0.023757455695305935,-0.004883850436791376
moral_disputes,0.04245077633322625,-4.448344161092632e-05,-0.0349200580375113,-0.0074862348541040735
moral_scenarios,0.07385917534673758,-0.016897384194496573,-0.047645267712688066,-0.00931652343955297
nutrition,0.04300749339034371,-0.011817455293831686,-0.01834353900492236,-0.012846499091589636
professional_accounting,0.03198349716628868,-0.0069401182513337545,-0.01563233802273925,-0.009411040892215727
professional_medicine,-0.015148631348290878,-0.0176856996750977,0.01600816753329129,0.016826163490097218
professional_psychology,0.04318712078196113,-0.008675303998067374,-0.026678884517035567,-0.007832932266858134
public_relations,0.03305776759311785,-0.010101031348765166,-0.02500108020668279,0.0020443439623299975
security_studies,-0.00494722307467188,0.004090313831432157,0.019268131054396703,-0.01841122181115698
sociology,-0.019330355218192916,0.023543727658476968,-0.0015085551077625714,-0.002704817332521481
us_foreign_policy,-0.009600571108524358,-0.0018225707217520981,0.03319261953233946,-0.021769477702063
virology,0.028191287462749015,0.005247734982429225,0.008660642373470279,-0.04209966481864852
world_religions,-0.022405088580184612,0.028097667995149622,0.003447558219210764,-0.00914013763417576
Mean,0.03659105066772573,-0.008401790506386753,-0.024107902098797415,-0.004081358062541562
Std,0.021808236160044243,0.00915477534942533,0.015787293225179067,0.008792351231128223
