Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,50.925925925925924,25.0,9.25925925925926,14.814814814814815
astronomy,37.90322580645161,29.032258064516128,19.354838709677416,13.709677419354838
business_ethics,55.0,16.25,15.0,13.75
clinical_knowledge,38.20754716981132,29.245283018867926,18.39622641509434,14.150943396226415
college_biology,32.75862068965517,33.62068965517241,13.793103448275861,19.82758620689655
college_chemistry,38.75,21.25,20.0,20.0
college_computer_science,25.0,28.75,25.0,21.25
college_mathematics,45.0,16.25,20.0,18.75
college_physics,23.80952380952381,29.761904761904763,21.428571428571427,25.0
computer_security,32.5,38.75,20.0,8.75
econometrics,17.391304347826086,29.34782608695652,26.08695652173913,27.173913043478258
electrical_engineering,43.96551724137931,28.448275862068964,13.793103448275861,13.793103448275861
elementary_mathematics,33.223684210526315,25.657894736842106,20.72368421052632,20.394736842105264
formal_logic,41.34615384615385,25.0,16.346153846153847,17.307692307692307
global_facts,30.0,27.5,22.5,20.0
high_school_biology,42.33870967741935,27.419354838709676,20.161290322580644,10.080645161290322
high_school_chemistry,38.41463414634146,28.65853658536585,17.073170731707318,15.853658536585366
high_school_computer_science,41.25,26.25,16.25,16.25
high_school_european_history,43.93939393939394,28.78787878787879,15.151515151515152,12.121212121212121
high_school_geography,56.25,24.375,11.25,8.125
high_school_government_and_politics,57.05128205128206,21.794871794871796,12.820512820512821,8.333333333333334
high_school_macroeconomics,41.02564102564103,26.602564102564106,17.62820512820513,14.743589743589745
high_school_microeconomics,41.145833333333336,29.166666666666668,16.145833333333336,13.541666666666668
high_school_physics,40.32258064516129,25.806451612903224,18.548387096774192,15.32258064516129
high_school_psychology,55.96330275229358,22.706422018348626,12.61467889908257,8.715596330275229
high_school_statistics,42.61363636363637,21.590909090909093,16.47727272727273,19.31818181818182
high_school_us_history,46.951219512195124,26.21951219512195,15.853658536585366,10.97560975609756
high_school_world_history,56.770833333333336,22.916666666666668,11.979166666666668,8.333333333333334
human_aging,46.66666666666667,25.555555555555557,15.555555555555557,12.222222222222223
human_sexuality,46.2962962962963,28.703703703703702,12.962962962962964,12.037037037037036
international_law,69.0,16.0,9.0,6.0
jurisprudence,43.18181818181819,26.13636363636364,18.181818181818183,12.500000000000002
logical_fallacies,53.03030303030303,21.21212121212121,16.666666666666668,9.09090909090909
machine_learning,22.82608695652174,29.34782608695652,27.173913043478258,20.652173913043477
management,60.714285714285715,21.428571428571427,11.904761904761905,5.9523809523809526
marketing,66.48936170212765,15.425531914893616,12.76595744680851,5.319148936170213
medical_genetics,46.25,25.0,15.0,13.75
miscellaneous,53.98089171974522,23.40764331210191,12.420382165605094,10.19108280254777
moral_disputes,51.42857142857143,21.785714285714285,18.214285714285715,8.571428571428571
moral_scenarios,25.0,22.3463687150838,23.044692737430164,29.60893854748603
nutrition,49.056603773584904,20.754716981132077,14.150943396226415,16.037735849056602
professional_accounting,28.40909090909091,30.113636363636367,21.022727272727273,20.454545454545457
professional_medicine,34.25925925925926,25.925925925925927,16.666666666666668,23.14814814814815
professional_psychology,33.984375,30.078125,21.875,14.0625
public_relations,25.0,25.0,30.555555555555554,19.444444444444443
security_studies,30.0,27.5,17.5,25.0
sociology,42.85714285714286,25.0,17.857142857142858,14.285714285714286
us_foreign_policy,85.0,10.0,0.0,5.0
virology,28.571428571428573,21.42857142857143,25.0,25.0
world_religions,75.0,16.666666666666668,6.25,2.0833333333333335
Mean,43.16801619433198,24.86082995951417,17.004048582995953,14.967105263157896
