Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,29.62962962962963,33.333333333333336,18.51851851851852,18.51851851851852
astronomy,23.387096774193548,39.516129032258064,21.774193548387096,15.32258064516129
business_ethics,47.5,26.25,17.5,8.75
clinical_knowledge,27.830188679245282,35.84905660377358,17.452830188679247,18.867924528301888
college_biology,29.310344827586206,34.48275862068965,24.137931034482758,12.068965517241379
college_chemistry,7.5,28.75,31.25,32.5
college_computer_science,21.25,46.25,21.25,11.25
college_mathematics,23.75,40.0,23.75,12.5
college_physics,33.333333333333336,23.80952380952381,20.238095238095237,22.61904761904762
computer_security,41.25,36.25,15.0,7.5
econometrics,33.69565217391304,39.130434782608695,11.956521739130434,15.217391304347824
electrical_engineering,33.62068965517241,25.86206896551724,25.0,15.517241379310343
elementary_mathematics,23.026315789473685,34.86842105263158,25.0,17.10526315789474
formal_logic,25.961538461538463,26.923076923076923,24.03846153846154,23.076923076923077
global_facts,12.5,42.5,31.25,13.75
high_school_biology,34.274193548387096,37.90322580645161,14.919354838709676,12.903225806451612
high_school_chemistry,27.4390243902439,31.70731707317073,23.170731707317074,17.682926829268293
high_school_computer_science,25.0,40.0,21.25,13.75
high_school_european_history,44.696969696969695,21.96969696969697,16.666666666666668,16.666666666666668
high_school_geography,23.75,33.75,22.5,20.0
high_school_government_and_politics,46.15384615384616,27.564102564102566,8.974358974358974,17.30769230769231
high_school_macroeconomics,19.871794871794872,31.410256410256412,24.679487179487182,24.03846153846154
high_school_microeconomics,32.29166666666667,38.020833333333336,16.666666666666668,13.020833333333334
high_school_physics,25.0,33.064516129032256,20.96774193548387,20.96774193548387
high_school_psychology,29.816513761467892,33.71559633027523,18.57798165137615,17.889908256880734
high_school_statistics,25.56818181818182,24.431818181818183,17.045454545454547,32.95454545454546
high_school_us_history,45.73170731707317,22.560975609756095,18.902439024390244,12.804878048780488
high_school_world_history,46.35416666666667,27.604166666666668,12.5,13.541666666666668
human_aging,35.0,28.333333333333336,24.444444444444446,12.222222222222223
human_sexuality,32.407407407407405,34.25925925925926,23.14814814814815,10.185185185185185
international_law,40.0,43.0,14.0,3.0
jurisprudence,28.40909090909091,35.227272727272734,27.272727272727273,9.090909090909092
logical_fallacies,31.818181818181817,36.36363636363636,19.696969696969695,12.121212121212121
machine_learning,25.0,43.47826086956522,19.565217391304348,11.956521739130434
management,36.904761904761905,28.57142857142857,22.61904761904762,11.904761904761905
marketing,44.680851063829785,31.914893617021278,12.23404255319149,11.170212765957446
medical_genetics,48.75,20.0,10.0,21.25
miscellaneous,45.859872611464965,27.070063694267514,15.605095541401273,11.464968152866241
moral_disputes,30.714285714285715,35.35714285714286,18.571428571428573,15.357142857142858
moral_scenarios,24.30167597765363,32.12290502793296,22.90502793296089,20.670391061452513
nutrition,26.88679245283019,38.679245283018865,24.528301886792452,9.90566037735849
professional_accounting,39.20454545454546,32.38636363636364,21.590909090909093,6.818181818181818
professional_medicine,48.148148148148145,34.25925925925926,11.11111111111111,6.481481481481482
professional_psychology,51.953125,34.765625,12.5,0.78125
public_relations,61.11111111111111,22.22222222222222,16.666666666666664,0.0
security_studies,77.5,10.0,10.0,2.5
sociology,82.14285714285715,17.857142857142858,0.0,0.0
us_foreign_policy,85.0,15.0,0.0,0.0
virology,85.71428571428572,14.285714285714286,0.0,0.0
world_religions,83.33333333333334,16.666666666666668,0.0,0.0
Mean,33.94483805668016,32.122975708502025,19.053643724696357,14.878542510121457
