Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
high_school_microeconomics,37.5,34.375,21.875,6.25
high_school_biology,76.92307692307692,11.538461538461538,9.615384615384615,1.9230769230769231
high_school_world_history,72.22222222222221,22.22222222222222,5.555555555555555,0.0
high_school_government_and_politics,68.75,12.5,12.5,6.25
high_school_psychology,61.53846153846154,23.076923076923077,5.769230769230769,9.615384615384615
high_school_chemistry,60.0,25.0,15.0,0.0
moral_disputes,53.75,28.75,12.5,5.0
high_school_geography,45.833333333333336,41.66666666666667,8.333333333333334,4.166666666666667
marketing,90.0,10.0,0.0,0.0
sociology,62.5,31.25,6.25,0.0
Mean,61.75,24.0,9.5,4.75
