Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,14.814814814814815,20.37037037037037,35.18518518518518,29.62962962962963
astronomy,16.129032258064516,44.354838709677416,23.387096774193548,16.129032258064516
business_ethics,26.25,25.0,31.25,17.5
clinical_knowledge,23.58490566037736,23.58490566037736,30.18867924528302,22.641509433962263
college_biology,18.103448275862068,26.72413793103448,34.48275862068965,20.689655172413794
college_chemistry,6.25,22.5,41.25,30.0
college_computer_science,31.25,22.5,20.0,26.25
college_mathematics,23.75,38.75,20.0,17.5
college_physics,16.666666666666668,27.38095238095238,33.333333333333336,22.61904761904762
computer_security,28.75,26.25,25.0,20.0
econometrics,20.652173913043477,22.82608695652174,26.08695652173913,30.43478260869565
electrical_engineering,23.275862068965516,39.6551724137931,22.413793103448274,14.655172413793103
elementary_mathematics,29.93421052631579,24.013157894736842,27.960526315789476,18.092105263157897
formal_logic,19.23076923076923,28.846153846153847,34.61538461538461,17.307692307692307
global_facts,16.25,35.0,31.25,17.5
high_school_biology,22.58064516129032,28.2258064516129,27.016129032258064,22.177419354838708
high_school_chemistry,17.073170731707318,37.19512195121951,27.4390243902439,18.29268292682927
high_school_computer_science,28.75,23.75,33.75,13.75
high_school_european_history,31.818181818181817,19.696969696969695,21.21212121212121,27.272727272727273
high_school_geography,18.125,30.625,26.875,24.375
high_school_government_and_politics,20.512820512820515,23.71794871794872,31.410256410256412,24.35897435897436
high_school_macroeconomics,27.243589743589745,26.282051282051285,27.564102564102566,18.910256410256412
high_school_microeconomics,21.875,21.354166666666668,25.520833333333336,31.250000000000004
high_school_physics,18.548387096774192,27.419354838709676,37.90322580645161,16.129032258064516
high_school_psychology,28.89908256880734,26.376146788990827,25.458715596330276,19.26605504587156
high_school_statistics,21.022727272727273,23.295454545454547,27.272727272727273,28.40909090909091
high_school_us_history,37.80487804878049,19.51219512195122,19.51219512195122,23.170731707317074
high_school_world_history,30.208333333333336,20.833333333333336,22.916666666666668,26.041666666666668
human_aging,22.22222222222222,21.666666666666668,27.77777777777778,28.333333333333336
human_sexuality,15.74074074074074,25.925925925925927,25.925925925925927,32.407407407407405
international_law,31.0,22.0,23.0,24.0
jurisprudence,21.590909090909093,27.272727272727273,25.000000000000004,26.13636363636364
logical_fallacies,27.272727272727273,30.303030303030305,21.21212121212121,21.21212121212121
machine_learning,16.304347826086957,21.73913043478261,38.04347826086956,23.913043478260867
management,33.333333333333336,26.19047619047619,17.857142857142858,22.61904761904762
marketing,28.72340425531915,27.127659574468083,27.127659574468083,17.02127659574468
medical_genetics,17.5,15.0,31.25,36.25
miscellaneous,27.547770700636942,29.29936305732484,21.97452229299363,21.178343949044585
moral_disputes,23.214285714285715,32.5,23.571428571428573,20.714285714285715
moral_scenarios,18.854748603351954,18.71508379888268,36.03351955307262,26.396648044692736
nutrition,19.81132075471698,30.18867924528302,28.30188679245283,21.69811320754717
professional_accounting,25.56818181818182,18.75,23.295454545454547,32.38636363636364
professional_medicine,31.48148148148148,18.51851851851852,26.85185185185185,23.14814814814815
professional_psychology,27.34375,19.140625,25.0,28.515625
public_relations,16.666666666666664,19.444444444444443,25.0,38.888888888888886
security_studies,40.0,20.0,30.0,10.0
sociology,25.0,21.42857142857143,32.142857142857146,21.42857142857143
us_foreign_policy,25.0,10.0,15.0,50.0
virology,10.714285714285715,10.714285714285715,42.85714285714286,35.714285714285715
world_religions,52.083333333333336,31.250000000000004,14.583333333333334,2.0833333333333335
Mean,24.127024291497975,25.40485829959514,27.403846153846153,23.064271255060728
