Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
anatomy,46.2962962962963,25.925925925925927,13.88888888888889,13.88888888888889
astronomy,29.032258064516128,30.64516129032258,25.0,15.32258064516129
business_ethics,53.75,21.25,16.25,8.75
clinical_knowledge,38.20754716981132,23.58490566037736,23.58490566037736,14.622641509433963
college_biology,32.75862068965517,26.72413793103448,17.241379310344826,23.275862068965516
college_chemistry,33.75,25.0,26.25,15.0
college_computer_science,22.5,33.75,28.75,15.0
college_mathematics,32.5,12.5,21.25,33.75
college_physics,34.523809523809526,34.523809523809526,22.61904761904762,8.333333333333334
computer_security,41.25,26.25,20.0,12.5
econometrics,19.565217391304348,39.130434782608695,27.173913043478258,14.130434782608695
electrical_engineering,39.6551724137931,25.0,18.103448275862068,17.241379310344826
elementary_mathematics,31.578947368421055,25.328947368421055,21.05263157894737,22.039473684210527
formal_logic,28.846153846153847,20.192307692307693,22.115384615384617,28.846153846153847
global_facts,28.75,31.25,23.75,16.25
high_school_biology,38.70967741935483,28.2258064516129,20.564516129032256,12.5
high_school_chemistry,28.65853658536585,30.48780487804878,19.51219512195122,21.341463414634145
high_school_computer_science,33.75,22.5,17.5,26.25
high_school_european_history,46.96969696969697,25.0,19.696969696969695,8.333333333333334
high_school_geography,51.25,25.625,13.75,9.375
high_school_government_and_politics,53.846153846153854,25.000000000000004,12.820512820512821,8.333333333333334
high_school_macroeconomics,29.48717948717949,24.03846153846154,25.641025641025642,20.833333333333336
high_school_microeconomics,39.583333333333336,19.791666666666668,22.395833333333336,18.229166666666668
high_school_physics,30.64516129032258,23.387096774193548,24.193548387096772,21.774193548387096
high_school_psychology,50.0,19.954128440366972,18.807339449541285,11.238532110091743
high_school_statistics,34.09090909090909,28.40909090909091,22.72727272727273,14.772727272727273
high_school_us_history,48.170731707317074,24.390243902439025,15.853658536585366,11.585365853658537
high_school_world_history,55.72916666666667,22.395833333333336,13.541666666666668,8.333333333333334
human_aging,44.44444444444444,31.111111111111114,15.555555555555557,8.88888888888889
human_sexuality,36.111111111111114,32.407407407407405,21.296296296296298,10.185185185185185
international_law,64.0,19.0,7.0,10.0
jurisprudence,34.09090909090909,39.77272727272727,19.31818181818182,6.818181818181818
logical_fallacies,44.696969696969695,25.757575757575758,23.484848484848484,6.0606060606060606
machine_learning,38.04347826086956,27.173913043478258,19.565217391304348,15.217391304347824
management,54.76190476190476,21.428571428571427,13.095238095238095,10.714285714285714
marketing,65.95744680851064,20.21276595744681,8.51063829787234,5.319148936170213
medical_genetics,53.75,30.0,12.5,3.75
miscellaneous,51.751592356687894,25.796178343949045,13.535031847133757,8.9171974522293
moral_disputes,55.714285714285715,21.071428571428573,15.0,8.214285714285715
moral_scenarios,26.11731843575419,28.77094972067039,10.893854748603351,34.21787709497207
nutrition,49.528301886792455,22.169811320754718,15.566037735849056,12.735849056603774
professional_accounting,36.93181818181819,23.863636363636367,23.863636363636367,15.340909090909092
professional_medicine,44.44444444444444,29.62962962962963,14.814814814814815,11.11111111111111
professional_psychology,53.125,33.59375,8.59375,4.6875
public_relations,47.22222222222222,33.33333333333333,16.666666666666664,2.7777777777777777
security_studies,55.0,27.5,10.0,7.5
sociology,71.42857142857143,14.285714285714286,14.285714285714286,0.0
us_foreign_policy,95.0,5.0,0.0,0.0
virology,67.85714285714286,17.857142857142858,10.714285714285715,3.5714285714285716
world_religions,95.83333333333334,4.166666666666667,0.0,0.0
Mean,42.34564777327935,25.61993927125506,17.269736842105264,14.764676113360323
