Dataset,top_1_bin,top_2_bin,top_3_bin,top_4_bin
high_school_microeconomics,58.333333333333336,28.645833333333336,7.812500000000001,5.208333333333334
high_school_biology,71.11111111111111,19.444444444444446,5.555555555555555,3.8888888888888893
high_school_world_history,53.57142857142858,35.714285714285715,7.142857142857143,3.5714285714285716
high_school_government_and_politics,0,0,0,0
high_school_psychology,0,0,0,0
high_school_chemistry,0,0,0,0
moral_disputes,0,0,0,0
high_school_geography,0,0,0,0
marketing,0,0,0,0
sociology,0,0,0,0
Mean,63.75,25.0,6.75,4.500000000000001
